"order_id","customer_id","order_date","region","channel","product_category","product_name","quantity","sales_amount","discount","order_status"
"ORD0157","C0078","2026-06-01","South","Distributor","food","food-item-1","3","1089","0.05","completed"
"ORD0158","C0079","2026-06-01","South","Distributor","food","food-item-2","4","1126","0.10","cancelled"
"ORD0159","C0080","2026-06-01","South","Distributor","food","food-item-3","5","1163","0.15","refunded"
"ORD0160","C0001","2026-06-01","South","Distributor","beauty","beauty-item-1","1","1200","0.00","completed"
"ORD0161","C0002","2026-06-01","South","Distributor","beauty","beauty-item-2","2","1237","0.05","completed"
"ORD0162","C0003","2026-06-01","South","Distributor","beauty","beauty-item-3","3","1274","0.10","completed"
"ORD0163","C0004","2026-06-01","West","Online","electronics","electronics-item-1","4","111","0.15","cancelled"
"ORD0164","C0005","2026-06-01","West","Online","electronics","electronics-item-2","5","148","0.00","refunded"
"ORD0165","C0006","2026-06-01","West","Online","electronics","electronics-item-3","1","185","0.05","completed"
"ORD0166","C0007","2026-06-01","West","Online","office","office-item-1","2","222","0.10","completed"
"ORD0167","C0008","2026-06-01","West","Online","office","office-item-2","3","259","0.15","completed"
"ORD0168","C0009","2026-06-01","West","Online","office","office-item-3","4","296","0.00","cancelled"
"ORD0169","C0010","2026-06-01","West","Online","home","home-item-1","5","333","0.05","refunded"
"ORD0170","C0011","2026-06-01","West","Online","home","home-item-2","1","370","0.10","completed"
"ORD0171","C0012","2026-06-01","West","Online","home","home-item-3","2","407","0.15","completed"
"ORD0172","C0013","2026-06-01","West","Online","apparel","apparel-item-1","3","444","0.00","completed"
"ORD0173","C0014","2026-06-01","West","Online","apparel","apparel-item-2","4","481","0.05","cancelled"
"ORD0174","C0015","2026-06-01","West","Online","apparel","apparel-item-3","5","518","0.10","refunded"
"ORD0175","C0016","2026-06-01","West","Online","food","food-item-1","1","555","0.15","completed"
"ORD0176","C0017","2026-06-01","West","Online","food","food-item-2","2","592","0.00","completed"
"ORD0177","C0018","2026-06-01","West","Online","food","food-item-3","3","629","0.05","completed"
"ORD0178","C0019","2026-06-01","West","Online","beauty","beauty-item-1","4","666","0.10","cancelled"
"ORD0179","C0020","2026-06-01","West","Online","beauty","beauty-item-2","5","703","0.15","refunded"
"ORD0180","C0021","2026-06-01","West","Online","beauty","beauty-item-3","1","740","0.00","completed"
"ORD0181","C0022","2026-06-01","West","Retail","electronics","electronics-item-1","2","777","0.05","completed"
"ORD0182","C0023","2026-06-01","West","Retail","electronics","electronics-item-2","3","814","0.10","completed"
"ORD0183","C0024","2026-06-01","West","Retail","electronics","electronics-item-3","4","851","0.15","cancelled"
"ORD0184","C0025","2026-06-01","West","Retail","office","office-item-1","5","888","0.00","refunded"
"ORD0185","C0026","2026-06-01","West","Retail","office","office-item-2","1","925","0.05","completed"
"ORD0186","C0027","2026-06-01","West","Retail","office","office-item-3","2","962","0.10","completed"
"ORD0187","C0028","2026-06-01","West","Retail","home","home-item-1","3","999","0.15","completed"
"ORD0188","C0029","2026-06-01","West","Retail","home","home-item-2","4","1036","0.00","cancelled"
"ORD0189","C0030","2026-06-01","West","Retail","home","home-item-3","5","1073","0.05","refunded"
"ORD0190","C0031","2026-06-01","West","Retail","apparel","apparel-item-1","1","1110","0.10","completed"
"ORD0191","C0032","2026-06-01","West","Retail","apparel","apparel-item-2","2","1147","0.15","completed"
"ORD0192","C0033","2026-06-01","West","Retail","apparel","apparel-item-3","3","1184","0.00","completed"
"ORD0193","C0034","2026-06-01","West","Retail","food","food-item-1","4","1221","0.05","cancelled"
"ORD0194","C0035","2026-06-01","West","Retail","food","food-item-2","5","1258","0.10","refunded"
"ORD0195","C0036","2026-06-01","West","Retail","food","food-item-3","1","95","0.15","completed"
"ORD0196","C0037","2026-06-01","West","Retail","beauty","beauty-item-1","2","132","0.00","completed"
"ORD0197","C0038","2026-06-01","West","Retail","beauty","beauty-item-2","3","169","0.05","completed"
"ORD0198","C0039","2026-06-01","West","Retail","beauty","beauty-item-3","4","206","0.10","cancelled"
"ORD0199","C0040","2026-06-01","West","Distributor","electronics","electronics-item-1","5","243","0.15","refunded"
"ORD0200","C0041","2026-06-01","West","Distributor","electronics","electronics-item-2","1","280","0.00","completed"
"ORD0201","C0042","2026-06-01","West","Distributor","electronics","electronics-item-3","2","317","0.05","completed"
"ORD0202","C0043","2026-06-01","West","Distributor","office","office-item-1","3","354","0.10","completed"
"ORD0203","C0044","2026-06-01","West","Distributor","office","office-item-2","4","391","0.15","cancelled"
"ORD0204","C0045","2026-06-01","West","Distributor","office","office-item-3","5","428","0.00","refunded"
"ORD0205","C0046","2026-06-01","West","Distributor","home","home-item-1","1","465","0.05","completed"
"ORD0206","C0047","2026-06-01","West","Distributor","home","home-item-2","2","502","0.10","completed"
"ORD0207","C0048","2026-06-01","West","Distributor","home","home-item-3","3","539","0.15","completed"
"ORD0208","C0049","2026-06-01","West","Distributor","apparel","apparel-item-1","4","576","0.00","cancelled"
"ORD0209","C0050","2026-06-01","West","Distributor","apparel","apparel-item-2","5","613","0.05","refunded"
"ORD0210","C0051","2026-06-01","West","Distributor","apparel","apparel-item-3","1","650","0.10","completed"
"ORD0211","C0052","2026-06-01","West","Distributor","food","food-item-1","2","687","0.15","completed"
"ORD0212","C0053","2026-06-01","West","Distributor","food","food-item-2","3","724","0.00","completed"
"ORD0213","C0054","2026-06-01","West","Distributor","food","food-item-3","4","761","0.05","cancelled"
"ORD0214","C0055","2026-06-01","West","Distributor","beauty","beauty-item-1","5","798","0.10","refunded"
"ORD0215","C0056","2026-06-01","West","Distributor","beauty","beauty-item-2","1","835","0.15","completed"
"ORD0216","C0057","2026-06-01","West","Distributor","beauty","beauty-item-3","2","872","0.00","completed"
"ORD0217","C0058","2026-06-02","East","Online","electronics","electronics-item-1","3","909","0.05","completed"
"ORD0218","C0059","2026-06-02","East","Online","electronics","electronics-item-2","4","946","0.10","cancelled"
"ORD0219","C0060","2026-06-02","East","Online","electronics","electronics-item-3","5","983","0.15","refunded"
"ORD0220","C0061","2026-06-02","East","Online","office","office-item-1","1","1020","0.00","completed"
"ORD0221","C0062","2026-06-02","East","Online","office","office-item-2","2","1057","0.05","completed"
"ORD0222","C0063","2026-06-02","East","Online","office","office-item-3","3","1094","0.10","completed"
"ORD0223","C0064","2026-06-02","East","Online","home","home-item-1","4","1131","0.15","cancelled"
"ORD0224","C0065","2026-06-02","East","Online","home","home-item-2","5","1168","0.00","refunded"
"ORD0225","C0066","2026-06-02","East","Online","home","home-item-3","1","1205","0.05","completed"
"ORD0226","C0067","2026-06-02","East","Online","apparel","apparel-item-1","2","1242","0.10","completed"
"ORD0227","C0068","2026-06-02","East","Online","apparel","apparel-item-2","3","1279","0.15","completed"
"ORD0228","C0069","2026-06-02","East","Online","apparel","apparel-item-3","4","116","0.00","cancelled"
"ORD0229","C0070","2026-06-02","East","Online","food","food-item-1","5","153","0.05","refunded"
"ORD0230","C0071","2026-06-02","East","Online","food","food-item-2","1","190","0.10","completed"
"ORD0231","C0072","2026-06-02","East","Online","food","food-item-3","2","227","0.15","completed"
"ORD0232","C0073","2026-06-02","East","Online","beauty","beauty-item-1","3","264","0.00","completed"
"ORD0233","C0074","2026-06-02","East","Online","beauty","beauty-item-2","4","301","0.05","cancelled"
"ORD0234","C0075","2026-06-02","East","Online","beauty","beauty-item-3","5","338","0.10","refunded"
"ORD0235","C0076","2026-06-02","East","Retail","electronics","electronics-item-1","1","375","0.15","completed"
"ORD0236","C0077","2026-06-02","East","Retail","electronics","electronics-item-2","2","412","0.00","completed"
"ORD0237","C0078","2026-06-02","East","Retail","electronics","electronics-item-3","3","449","0.05","completed"
"ORD0238","C0079","2026-06-02","East","Retail","office","office-item-1","4","486","0.10","cancelled"
"ORD0239","C0080","2026-06-02","East","Retail","office","office-item-2","5","523","0.15","refunded"
"ORD0240","C0001","2026-06-02","East","Retail","office","office-item-3","1","560","0.00","completed"
"ORD0241","C0002","2026-06-02","East","Retail","home","home-item-1","2","597","0.05","completed"
"ORD0242","C0003","2026-06-02","East","Retail","home","home-item-2","3","634","0.10","completed"
"ORD0243","C0004","2026-06-02","East","Retail","home","home-item-3","4","671","0.15","cancelled"
"ORD0244","C0005","2026-06-02","East","Retail","apparel","apparel-item-1","5","708","0.00","refunded"
"ORD0245","C0006","2026-06-02","East","Retail","apparel","apparel-item-2","1","745","0.05","completed"
"ORD0246","C0007","2026-06-02","East","Retail","apparel","apparel-item-3","2","782","0.10","completed"
"ORD0247","C0008","2026-06-02","East","Retail","food","food-item-1","3","819","0.15","completed"
"ORD0248","C0009","2026-06-02","East","Retail","food","food-item-2","4","856","0.00","cancelled"
"ORD0249","C0010","2026-06-02","East","Retail","food","food-item-3","5","893","0.05","refunded"
"ORD0250","C0011","2026-06-02","East","Retail","beauty","beauty-item-1","1","930","0.10","completed"
"ORD0251","C0012","2026-06-02","East","Retail","beauty","beauty-item-2","2","967","0.15","completed"
"ORD0252","C0013","2026-06-02","East","Retail","beauty","beauty-item-3","3","1004","0.00","completed"
"ORD0253","C0014","2026-06-02","East","Distributor","electronics","electronics-item-1","4","1041","0.05","cancelled"
"ORD0254","C0015","2026-06-02","East","Distributor","electronics","electronics-item-2","5","1078","0.10","refunded"
"ORD0255","C0016","2026-06-02","East","Distributor","electronics","electronics-item-3","1","1115","0.15","completed"
"ORD0256","C0017","2026-06-02","East","Distributor","office","office-item-1","2","1152","0.00","completed"
"ORD0257","C0018","2026-06-02","East","Distributor","office","office-item-2","3","1189","0.05","completed"
"ORD0258","C0019","2026-06-02","East","Distributor","office","office-item-3","4","1226","0.10","cancelled"
"ORD0259","C0020","2026-06-02","East","Distributor","home","home-item-1","5","1263","0.15","refunded"
"ORD0260","C0021","2026-06-02","East","Distributor","home","home-item-2","1","100","0.00","completed"
"ORD0261","C0022","2026-06-02","East","Distributor","home","home-item-3","2","137","0.05","completed"
"ORD0262","C0023","2026-06-02","East","Distributor","apparel","apparel-item-1","3","174","0.10","completed"
"ORD0263","C0024","2026-06-02","East","Distributor","apparel","apparel-item-2","4","211","0.15","cancelled"
"ORD0264","C0025","2026-06-02","East","Distributor","apparel","apparel-item-3","5","248","0.00","refunded"
"ORD0265","C0026","2026-06-02","East","Distributor","food","food-item-1","1","285","0.05","completed"
"ORD0266","C0027","2026-06-02","East","Distributor","food","food-item-2","2","322","0.10","completed"
"ORD0267","C0028","2026-06-02","East","Distributor","food","food-item-3","3","359","0.15","completed"
"ORD0268","C0029","2026-06-02","East","Distributor","beauty","beauty-item-1","4","396","0.00","cancelled"
"ORD0269","C0030","2026-06-02","East","Distributor","beauty","beauty-item-2","5","433","0.05","refunded"
"ORD0270","C0031","2026-06-02","East","Distributor","beauty","beauty-item-3","1","470","0.10","completed"
"ORD0271","C0032","2026-06-02","North","Online","electronics","electronics-item-1","2","507","0.15","completed"
"ORD0272","C0033","2026-06-02","North","Online","electronics","electronics-item-2","3","544","0.00","completed"
"ORD0273","C0034","2026-06-02","North","Online","electronics","electronics-item-3","4","581","0.05","cancelled"
"ORD0274","C0035","2026-06-02","North","Online","office","office-item-1","5","618","0.10","refunded"
"ORD0275","C0036","2026-06-02","North","Online","office","office-item-2","1","655","0.15","completed"
"ORD0276","C0037","2026-06-02","North","Online","office","office-item-3","2","692","0.00","completed"
"ORD0277","C0038","2026-06-02","North","Online","home","home-item-1","3","729","0.05","completed"
"ORD0278","C0039","2026-06-02","North","Online","home","home-item-2","4","766","0.10","cancelled"
"ORD0279","C0040","2026-06-02","North","Online","home","home-item-3","5","803","0.15","refunded"
"ORD0280","C0041","2026-06-02","North","Online","apparel","apparel-item-1","1","840","0.00","completed"
"ORD0281","C0042","2026-06-02","North","Online","apparel","apparel-item-2","2","877","0.05","completed"
"ORD0282","C0043","2026-06-02","North","Online","apparel","apparel-item-3","3","914","0.10","completed"
"ORD0283","C0044","2026-06-02","North","Online","food","food-item-1","4","951","0.15","cancelled"
"ORD0284","C0045","2026-06-02","North","Online","food","food-item-2","5","988","0.00","refunded"
"ORD0285","C0046","2026-06-02","North","Online","food","food-item-3","1","1025","0.05","completed"
"ORD0286","C0047","2026-06-02","North","Online","beauty","beauty-item-1","2","1062","0.10","completed"
"ORD0287","C0048","2026-06-02","North","Online","beauty","beauty-item-2","3","1099","0.15","completed"
"ORD0288","C0049","2026-06-02","North","Online","beauty","beauty-item-3","4","1136","0.00","cancelled"
"ORD0289","C0050","2026-06-02","North","Retail","electronics","electronics-item-1","5","1173","0.05","refunded"
"ORD0290","C0051","2026-06-02","North","Retail","electronics","electronics-item-2","1","1210","0.10","completed"
"ORD0291","C0052","2026-06-02","North","Retail","electronics","electronics-item-3","2","1247","0.15","completed"
"ORD0292","C0053","2026-06-02","North","Retail","office","office-item-1","3","84","0.00","completed"
"ORD0293","C0054","2026-06-02","North","Retail","office","office-item-2","4","121","0.05","cancelled"
"ORD0294","C0055","2026-06-02","North","Retail","office","office-item-3","5","158","0.10","refunded"
"ORD0295","C0056","2026-06-02","North","Retail","home","home-item-1","1","195","0.15","completed"
"ORD0296","C0057","2026-06-02","North","Retail","home","home-item-2","2","232","0.00","completed"
"ORD0297","C0058","2026-06-02","North","Retail","home","home-item-3","3","269","0.05","completed"
